2 500000000 3.1415926536 4.6895820560e-13 5.25850  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 2.63872  2 wn21 
2 500000000 3.1415926536 5.7287508071e-14 1.39453  4 wn21 
2 500000000 3.1415926536 1.2256862192e-13 0.70589  8 wn21 
