2 500000000 3.1415926536 4.6895820560e-13 1.23269  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 0.62199  2 wn21 
2 500000000 3.1415926536 5.7731597281e-14 0.33518  4 wn21 
2 500000000 3.1415926536 1.2301271113e-13 0.17162  8 wn21 
